date	open	high	low	close	volume	dividends	stock splits
2005-05-13	1.0451095474343013	1.076585076795694	1.0411369196897604	1.062528133392334	702713200	0.0	0.0
2005-05-16	1.0561107603227846	1.090947728614524	1.055193976525451	1.0863639116287231	474294800	0.0	0.0
2005-05-17	1.073834962438473	1.0836137867317663	1.055499692388768	1.080557942390442	588344400	0.0	0.0
2005-05-18	1.083308282901581	1.1477872261135824	1.0692512345518053	1.0952261686325073	636722800	0.0	0.0
2005-05-19	1.0933926516597696	1.1514543083080055	1.0933926516597696	1.1474816799163818	793161600	0.0	0.0
2005-05-20	1.1383140445508244	1.1505375243712732	1.1364804766773595	1.1474816799163818	452650800	0.0	0.0
2005-05-23	1.1566490050557094	1.2192944681089959	1.1566490050557094	1.21501624584198	1042574400	0.0	0.0
2005-05-24	1.205543162496132	1.222044966368184	1.1927084941517871	1.2131829261779785	593460000	0.0	0.0
2005-05-25	1.2070709873576728	1.2208224378947343	1.2015703867426752	1.2156274318695068	396006800	0.0	0.0
2005-05-26	1.22051694436147	1.2510756918626367	1.22051694436147	1.2449640035629272	525520800	0.0	0.0
2005-05-27	1.2419083424237995	1.246492160700981	1.2226563872603544	1.2394636869430542	316008000	0.0	0.0
2005-05-31	1.242519146987452	1.2449639037119549	1.2095157472135776	1.21501624584198	404205200	0.0	0.0
2005-06-01	1.2189888561339604	1.2455750751294519	1.2180721743762095	1.231518030166626	453812800	0.0	0.0
2005-06-02	1.2238786833359683	1.232129637965966	1.2101272282871687	1.223573088645935	373973600	0.0	0.0
2005-06-03	1.1661220666307215	1.178956731596684	1.154204185305367	1.1685668230056763	956869200	0.0	0.0
2005-06-06	1.1713173973018955	1.1804850322529141	1.1477871206608312	1.1587883234024048	811966400	0.0	0.0
2005-06-07	1.1490091523122967	1.152981779324987	1.1138665962762417	1.1166168451309204	745264800	0.0	0.0
2005-06-08	1.119367340863052	1.13831379676103	1.117533773388721	1.1282293796539307	404006400	0.0	0.0
2005-06-09	1.1306743646157602	1.1593996514339693	1.1251738645874994	1.1505376100540161	390255600	0.0	0.0
2005-06-10	1.1428973604550623	1.1428973604550623	1.0854468163202295	1.094308853149414	678932800	0.0	0.0
2005-06-13	1.0967542512340864	1.1187565589305604	1.0946150884020482	1.0970598459243774	435772400	0.0	0.0
2005-06-14	1.0976704066848613	1.1046988765346584	1.0924754019259142	1.1001150608062744	347846800	0.0	0.0
2005-06-15	1.126701754252731	1.1398420192022034	1.1092832658778695	1.134647011756897	563343200	0.0	0.0
2005-06-16	1.136480182322969	1.1636774867298179	1.125173489367746	1.1606216430664062	547674400	0.0	0.0
2005-06-17	1.1755958042073318	1.1777349669645722	1.1560382547170336	1.1707063913345337	596125600	0.0	0.0
2005-06-20	1.1566491861094763	1.1639833554301604	1.144425706576177	1.1493151187896729	323716400	0.0	0.0
2005-06-21	1.152676423671702	1.1670390640023791	1.1422865131778903	1.1569546461105347	370526800	0.0	0.0
2005-06-22	1.1691782265539714	1.1795681370507312	1.165511091318901	1.1780402660369873	424925200	0.0	0.0
2005-06-23	1.1865969624995458	1.2156277419262147	1.1810963604815707	1.1884304285049438	674254000	0.0	0.0
2005-06-24	1.1945422473336387	1.1954590313578695	1.1514544182037127	1.153899073600769	410709600	0.0	0.0
2005-06-27	1.1257846963297171	1.1642887997910722	1.1208952847473093	1.1337300539016724	600171600	0.0	0.0
2005-06-28	1.145647569764772	1.1487034127732176	1.1358687497367435	1.1401469707489014	350299600	0.0	0.0
2005-06-29	1.1377024611207718	1.1395359263581786	1.103782181218997	1.1114219427108765	448358400	0.0	0.0
2005-06-30	1.1187562452253206	1.1355635404748872	1.1095886110890354	1.1248680353164673	418390000	0.0	0.0
2005-07-01	1.1254789062969688	1.1297571279385754	1.108977208822321	1.1153945922851562	250000800	0.0	0.0
2005-07-05	1.116922538075078	1.1658165466939492	1.1153946672438004	1.1606216430664062	454269200	0.0	0.0
2005-07-06	1.1523710339320121	1.1661224875016871	1.1367861144202462	1.1425923109054565	394626400	0.0	0.0
2005-07-07	1.124868273156198	1.1538990527253943	1.124562678486983	1.1499264240264893	383723200	0.0	0.0
2005-07-08	1.15726032231779	1.169789497915818	1.1450368433450226	1.1688727140426636	290735200	0.0	0.0
2005-07-11	1.172539729168259	1.1810961745152593	1.1545100546154639	1.164288878440857	388788400	0.0	0.0
2005-07-12	1.168261228458807	1.1734562337547358	1.1584824069606878	1.1685668230056763	387038400	0.0	0.0
2005-07-13	1.1700949572768222	1.1765123422056005	1.1581770732672316	1.1719285249710083	684835200	0.0	0.0
2005-07-14	1.2464916940450905	1.2837734156755911	1.2293788060838307	1.2452694177627563	2096060400	0.0	0.0
2005-07-15	1.2519924223210142	1.2703276904400453	1.2364075056203587	1.269716501235962	687682800	0.0	0.0
2005-07-18	1.2654386452578537	1.2865241689004028	1.2642162664957064	1.26788330078125	586297600	0.0	0.0
2005-07-19	1.2688000872498284	1.3210556574204624	1.2550486321523877	1.3198332786560059	671062000	0.0	0.0
2005-07-20	1.3097483833197507	1.338473661871713	1.3033311011331783	1.3332786560058594	453395600	0.0	0.0
2005-07-21	1.3354179249188523	1.3458079382754933	1.3109709666690672	1.3228888511657715	404264000	0.0	0.0
2005-07-22	1.3274725293214744	1.3445854187011719	1.3259445563408347	1.3445854187011719	301106400	0.0	0.0
2005-07-25	1.3442800684003526	1.3531421092968232	1.3363348114588722	1.3387795686721802	294627200	0.0	0.0
2005-07-26	1.3448909440582855	1.3479468898622353	1.325027806336917	1.3332786560058594	268592800	0.0	0.0
2005-07-27	1.339390829859429	1.3467250004506175	1.3039426616715302	1.3442802429199219	283749200	0.0	0.0
2005-07-28	1.3400013098635661	1.344585125806112	1.3231940187411797	1.3384734392166138	251311200	0.0	0.0
2005-07-29	1.3311398955307092	1.3561981486785422	1.2914135061021752	1.3033314943313599	562080400	0.0	0.0
2005-08-01	1.3008868220036516	1.3164718453219726	1.2859129880704685	1.3063874244689941	314249600	0.0	0.0
2005-08-02	1.3106656419243787	1.3293065100787471	1.3021091945749799	1.3198332786560059	296875600	0.0	0.0
2005-08-03	1.319833214064176	1.3235002481771847	1.3069985436681986	1.3207499980926514	258322400	0.0	0.0
2005-08-04	1.3106652957724971	1.314026734486085	1.2923300271516598	1.3051646947860718	269304000	0.0	0.0
2005-08-05	1.298441856979146	1.3250279768904267	1.28407921585445	1.3137211799621582	241931200	0.0	0.0
2005-08-08	1.3140270018692966	1.3216666646822361	1.302109115641004	1.3033314943313599	176383200	0.0	0.0
2005-08-09	1.3118879081205232	1.341224281943944	1.311276718790739	1.3390852212905884	380839200	0.0	0.0
2005-08-10	1.3445856054817837	1.3565035923846047	1.3235000854242338	1.325639247894287	360945200	0.0	0.0
2005-08-11	1.3259445563408347	1.3482524518538406	1.3216663339959103	1.3445854187011719	271983600	0.0	0.0
2005-08-12	1.328083964803302	1.4124261509591747	1.3250281202761913	1.4087591171264648	916036800	0.0	0.0
2005-08-15	1.4203712033698603	1.4769049819852313	1.4194544195434957	1.4570417404174805	1086727600	0.0	0.0
2005-08-16	1.4481796832840828	1.451541121939308	1.4121203358892942	1.4133427143096924	537622400	0.0	0.0
2005-08-17	1.4179265234612093	1.4497076482078644	1.4170097396510342	1.4408456087112427	499724400	0.0	0.0
2005-08-18	1.433511500570334	1.4362618521166277	1.398063341091757	1.4148707389831543	442559600	0.0	0.0
2005-08-19	1.4142597381293218	1.4270944077189776	1.398674716627027	1.4005082845687866	376569200	0.0	0.0
2005-08-22	1.4102869657263986	1.428622133269189	1.3830896560366848	1.4017304182052612	387732800	0.0	0.0
2005-08-23	1.4011193094630678	1.4087589709887869	1.3849231005474585	1.3977577686309814	295604400	0.0	0.0
2005-08-24	1.393479600515637	1.4399289647332056	1.3931740058825688	1.3986746072769165	572070800	0.0	0.0
2005-08-25	1.4093700742675874	1.420676768555974	1.399896845593088	1.407536506652832	276253600	0.0	0.0
2005-08-26	1.4093701602309843	1.4160930378934071	1.3861454790318535	1.3977577686309814	261058000	0.0	0.0
2005-08-29	1.3833952135693512	1.4066197925011212	1.383089618951759	1.4008136987686157	256295200	0.0	0.0
2005-08-30	1.4053974920267123	1.429844449011285	1.4032583297401044	1.4231215715408325	518761600	0.0	0.0
2005-08-31	1.4319836277159275	1.437178634184951	1.4139539533827201	1.432900309562683	402956400	0.0	0.0
2005-09-01	1.436261858629131	1.441456865128146	1.4084533604290854	1.4136483669281006	356367200	0.0	0.0
2005-09-02	1.4148706324096476	1.4301499540679998	1.40937003173226	1.4124258756637573	222378800	0.0	0.0
2005-09-06	1.427094336381443	1.493712438255297	1.4225105187570668	1.4912676811218262	818619200	0.0	0.0
2005-09-07	1.4989071218396806	1.5096026259888853	1.4643756487842254	1.487600326538086	963074000	0.0	0.0
2005-09-08	1.5080748198950962	1.5316049912346759	1.5016574355292063	1.5212150812149048	702640400	0.0	0.0
2005-09-09	1.5300772238799576	1.5691924158986563	1.5215207788133944	1.5679700374603271	615641600	0.0	0.0
2005-09-12	1.561552799639055	1.577748906409939	1.5456621854856814	1.5707204341888428	452796400	0.0	0.0
2005-09-13	1.559107846195532	1.5673586958503007	1.5377167356089352	1.5529961585998535	492884000	0.0	0.0
2005-09-14	1.5603302545099091	1.5643028821237261	1.5114362428002652	1.5160200595855713	474426400	0.0	0.0
2005-09-15	1.527938225502521	1.5334388270641373	1.5074638944687433	1.52396559715271	415156000	0.0	0.0
2005-09-16	1.5349667850923034	1.564914345741272	1.5264102371917172	1.564914345741272	591004400	0.0	0.0
2005-09-19	1.5600247146035415	1.6162527943401426	1.5600247146035415	1.608613133430481	783731200	0.0	0.0
2005-09-20	1.6193088819116912	1.644367029007178	1.617169719549433	1.6254205703735352	819828800	0.0	0.0
2005-09-21	1.618392051145881	1.621142300673929	1.5847773575762925	1.5924171209335327	434747600	0.0	0.0
2005-09-22	1.5853884188605314	1.6034180916471523	1.5682755298428976	1.585999608039856	463727600	0.0	0.0
2005-09-23	1.5921113957611486	1.6348936182495801	1.5841661404419918	1.6257259845733643	558457200	0.0	0.0
2005-09-26	1.651090253363375	1.667286362788227	1.629393439906231	1.6452840566635132	546562800	0.0	0.0
2005-09-27	1.6477283497614843	1.657507173000595	1.6327546223024103	1.6330602169036865	341703600	0.0	0.0
2005-09-28	1.6217536005545399	1.6229759790952405	1.5459678650460469	1.5609416961669922	1125544000	0.0	0.0
2005-09-29	1.5655253954996555	1.6070852427369984	1.5526907277939288	1.5994455814361572	636846000	0.0	0.0
2005-09-30	1.5991399284111316	1.6394774977274935	1.5853884773714035	1.6382551193237305	531633200	0.0	0.0
2005-10-03	1.655062833397871	1.6666751244553322	1.64039459574564	1.6636192798614502	507553200	0.0	0.0
2005-10-04	1.6792039594035046	1.6914274380322423	1.6391719827436684	1.6425334215164185	539459200	0.0	0.0
2005-10-05	1.6602574784090525	1.6611742622438035	1.6119746517884177	1.612891435623169	610769600	0.0	0.0
2005-10-06	1.625726282164262	1.6345883228734188	1.554524361845802	1.579888105392456	757537200	0.0	0.0
2005-10-07	1.580498931781567	1.5869163158564654	1.5447451825092195	1.5676642656326294	677882800	0.0	0.0
2005-10-10	1.5817218893174976	1.5863057076208005	1.5364948956583613	1.5392452478408813	507505600	0.0	0.0
2005-10-11	1.565525422414176	1.5850829679206673	1.5401615791778984	1.5765265226364136	1225884800	0.0	0.0
2005-10-12	1.4866836812587128	1.5371056689460867	1.4628479141344677	1.505018949508667	2697486400	0.0	0.0
2005-10-13	1.510825368119738	1.6486453929521956	1.5056303610815585	1.6422280073165894	1865575600	0.0	0.0
2005-10-14	1.651089851828996	1.6608685728389432	1.6131969381623117	1.6501730680465698	1035552000	0.0	0.0
2005-10-17	1.6495619173691431	1.6572015783993184	1.609835537211016	1.6330602169036865	616834400	0.0	0.0
2005-10-18	1.62725442183557	1.648645539183463	1.595167694813284	1.595473289489746	609588000	0.0	0.0
2005-10-19	1.5911946083907367	1.6795094044710301	1.5649140857786499	1.6788982152938843	1008683200	0.0	0.0
2005-10-20	1.6645359693811934	1.7265702575236725	1.6608689354517419	1.715569257736206	1357762000	0.0	0.0
2005-10-21	1.736960144401361	1.741238469339156	1.6917331579249049	1.7009007930755615	796726000	0.0	0.0
2005-10-24	1.6883715803269626	1.7354320287704468	1.6834821685145278	1.7354320287704468	609753200	0.0	0.0
2005-10-25	1.723514162000139	1.737265510919555	1.7018173535252787	1.7143465280532837	465127600	0.0	0.0
2005-10-26	1.7198472749281741	1.7589625731447116	1.7088461738054344	1.742766261100769	631593200	0.0	0.0
2005-10-27	1.7415437120204027	1.7421549011737123	1.6932607889175417	1.6932607889175415	411541200	0.0	0.0
2005-10-28	1.7125133419067942	1.7244313298928253	1.6553684653101415	1.6645359992980957	769787200	0.0	0.0
2005-10-31	1.6868435328904685	1.7717968936346657	1.6730921839003037	1.7598791122436523	940844800	0.0	0.0
2005-11-01	1.7491839348065492	1.7766868435426473	1.7378771358368477	1.757129192352295	749686000	0.0	0.0
2005-11-02	1.7638517828407212	1.8335257253143658	1.7601848513431229	1.8319977521896362	857060400	0.0	0.0
2005-11-03	1.8414708305480367	1.9044218901122076	1.8356647371519563	1.8900593519210815	884382800	0.0	0.0
2005-11-04	1.8442213594561454	1.871418669458491	1.8219135635225838	1.8686683177947998	878035200	0.0	0.0
2005-11-07	1.8595008169537346	1.8845591703589932	1.8378042087148407	1.8405543565750122	638831200	0.0	0.0
2005-11-08	1.8319979736610026	1.8451383401204704	1.8060230394057328	1.8304702043533325	473765600	0.0	0.0
2005-11-09	1.8335259375648907	1.8705020754567232	1.8335259375648907	1.8368874788284302	552930000	0.0	0.0
2005-11-10	1.853083453978783	1.8701963457172341	1.8032727519546778	1.8695851564407349	665344400	0.0	0.0
2005-11-11	1.8805866241455078	1.8980051129742033	1.874474934521938	1.8805866241455078	425448800	0.0	0.0
2005-11-14	1.8805857437958686	1.8940314954737845	1.8613336958919349	1.8778353929519653	369933200	0.0	0.0
2005-11-15	1.8824203217851692	1.9276473177164966	1.8781419959529742	1.9032001495361328	536841200	0.0	0.0
2005-11-16	1.9297859427888489	1.9881532968200384	1.9279525788940164	1.9847917556762695	784515200	0.0	0.0
2005-11-17	2.0043490013737224	2.013211040419885	1.9634003466093515	1.9716511964797974	676205600	0.0	0.0
2005-11-18	1.9957927917341944	1.9994599272199576	1.967067509100972	1.9728738069534302	524960800	0.0	0.0
2005-11-21	1.9808190491746884	1.9921256421723976	1.947204456799715	1.9850971698760986	511711200	0.0	0.0
2005-11-22	1.9814300585810136	2.0401027926011817	1.9716512355773637	2.032768726348877	540282400	0.0	0.0
2005-11-23	2.0437699444218995	2.0773845340205392	2.037963647090028	2.0507984161376953	485853200	0.0	0.0
2005-11-25	2.067605970300772	2.12505653762295	2.0627166601465534	2.1189446449279785	395012800	0.0	0.0
2005-11-28	2.1611160429614196	2.1718114479384543	2.110693944633261	2.128723621368408	1018519600	0.0	0.0
2005-11-29	2.138807291481854	2.1482805185143854	2.0581321664314416	2.0810513496398926	891433200	0.0	0.0
2005-11-30	2.0911360862828765	2.103970856579119	2.0633277913108987	2.072495222091675	595674800	0.0	0.0
2005-12-01	2.107027540160686	2.191980835938869	2.1027492138975563	2.1880083084106445	812893200	0.0	0.0
2005-12-02	2.2084812220685293	2.2228439619274973	2.1605041016931006	2.219482421875	895762000	0.0	0.0
2005-12-05	2.1987028077168924	2.2164268869095913	2.1846458638061614	2.194730281829834	583671200	0.0	0.0
2005-12-06	2.259209102848469	2.2867117988631662	2.241485025326892	2.262876033782959	857029600	0.0	0.0
2005-12-07	2.2683773855119176	2.275406063450395	2.234457190598631	2.2598209381103516	679464800	0.0	0.0
2005-12-08	2.236901514295799	2.266543581760128	2.21856624427688	2.2637932300567627	790479200	0.0	0.0
2005-12-09	2.267765945008902	2.2793781330079885	2.241485418692499	2.271432876586914	555402400	0.0	0.0
2005-12-12	2.287934535253943	2.3026028732927686	2.2784613058544885	2.289156913757324	524994400	0.0	0.0
2005-12-13	2.2873232752359436	2.305964138832287	2.267765831792175	2.2912960052490234	493816400	0.0	0.0
2005-12-14	2.2164265215820618	2.239956894426096	2.1473637838356727	2.200536012649536	1450716400	0.0	0.0
2005-12-15	2.2210109536792393	2.22651145296616	2.180367684275492	2.2057316303253174	561162000	0.0	0.0
2005-12-16	2.2045091084194945	2.209398418134082	2.171505502839502	2.1730334758758545	671171200	0.0	0.0
2005-12-19	2.173034289415047	2.2185668829361127	2.170895126363295	2.1812851428985596	529295200	0.0	0.0
2005-12-20	2.1889244370918335	2.2118436293416224	2.1733395169231176	2.2035927772521973	479108000	0.0	0.0
2005-12-21	2.2185658163259956	2.2494302563715487	2.2167322488774386	2.2460687160491943	475736800	0.0	0.0
2005-12-22	2.258598454022858	2.2763225357846135	2.249125223839729	2.2619597911834717	370610800	0.0	0.0
2005-12-23	2.266543263303942	2.269293410619145	2.2399571459121157	2.241485118865967	229857600	0.0	0.0
2005-12-27	2.2613490680726396	2.2974084283322678	2.2598210945020094	2.2683775424957275	590590000	0.0	0.0
2005-12-28	2.275711671742118	2.2845737138896176	2.240569097846924	2.24820876121521	398115200	0.0	0.0
2005-12-29	2.2546256778063882	2.255848056386086	2.182506973618327	2.1834237575531006	490025200	0.0	0.0
2005-12-30	2.1669226554957493	2.2133720343932324	2.1495041639094206	2.1968703269958496	624262800	0.0	0.0
2006-01-03	2.2118426751572935	2.284266948699951	2.2078699461605393	2.284266948699951	807234400	0.0	0.0
2006-01-04	2.2958791845125375	2.32185410883658	2.2766273401795663	2.290989875793457	619603600	0.0	0.0
2006-01-05	2.286712491853665	2.288851654548063	2.2537090834329354	2.272961139678955	449422400	0.0	0.0
2006-01-06	2.2995469478133646	2.3438571489525755	2.278155731814399	2.3316335678100586	704457600	0.0	0.0
