date	open	high	low	close	volume	dividends	stock splits
2004-12-31	0.991478945572681	0.9931596137193638	0.9783385829663472	0.9839919805526733	278588800	0.0	0.0
2005-01-03	0.9897984259252518	0.9948406356431096	0.9564893231227816	0.9670321345329285	691992000	0.0	0.0
2005-01-04	0.9746715607329429	1.00034099508023	0.9621424891353434	0.9769635200500488	1096810400	0.0	0.0
2005-01-05	0.9849093521585608	0.9969800389660071	0.9786447616883613	0.9855205416679382	680433600	0.0	0.0
2005-01-06	0.9881173039938214	0.9917843364844484	0.9676429797539917	0.9862838387489319	705555200	0.0	0.0
2005-01-07	0.9931594760829319	1.0639029777481261	0.9893396464596561	1.0580968856811523	2227450400	0.0	0.0
2005-01-10	1.066959415409365	1.0802524775930218	1.0371645469970747	1.053666353225708	1725309600	0.0	0.0
2005-01-11	1.042817785558937	1.056569237627921	0.9800195183775054	0.9864369034767151	2611627200	0.0	0.0
2005-01-12	1.000035434175249	1.0069111083563473	0.9671847301966849	1.0001882314682007	1919702400	0.0	0.0
2005-01-13	1.1262432255433845	1.137091631127215	1.0654313209491548	1.0665009021759033	3164716800	0.0	0.0
2005-01-14	1.0733765105755009	1.0958372049326344	1.0571804038693413	1.0726125240325928	1770742400	0.0	0.0
2005-01-18	1.067264563298425	1.0802520253742764	1.0351778502871483	1.0794880390167236	1006460000	0.0	0.0
2005-01-19	1.077043587217561	1.091864620742337	1.0657368919312429	1.0677231550216675	751895200	0.0	0.0
2005-01-20	1.064208897366621	1.0889615518479996	1.0614586477579682	1.0765851736068726	914922400	0.0	0.0
2005-01-21	1.089572587907146	1.0940036073208692	1.0695565508998823	1.0770434141159058	911332800	0.0	0.0
2005-01-24	1.0845305501215228	1.0967540292565037	1.077960367610933	1.0811690092086792	841629600	0.0	0.0
2005-01-25	1.090489535716074	1.1129502328451977	1.0839194546379631	1.1008795499801636	969231200	0.0	0.0
2005-01-26	1.110199709370292	1.1115748849783655	1.0881974096454208	1.1039351224899292	739496800	0.0	0.0
2005-01-27	1.1025602086942374	1.1141724983985393	1.0932397766680588	1.1098942756652832	496227200	0.0	0.0
2005-01-28	1.1095889002497077	1.1303688287734985	1.1068386500924503	1.1303688287734985	801612000	0.0	0.0
2005-01-31	1.1395362931007147	1.1901110836899762	1.1384668138683849	1.1749844551086426	1681097600	0.0	0.0
2005-02-01	1.177276300223967	1.18827740011995	1.1700949289299214	1.184610366821289	678395200	0.0	0.0
2005-02-02	1.1910279949077793	1.2209755586324662	1.187055366189262	1.216697335243225	1020062400	0.0	0.0
2005-02-03	1.2085992357520865	1.2136414456315725	1.1815547203990435	1.1888887882232666	731651200	0.0	0.0
2005-02-04	1.1898056435526307	1.2060017534694196	1.1846106360318982	1.2046266794204712	563556000	0.0	0.0
2005-02-07	1.2060014299588915	1.212418814469128	1.184151926365897	1.206154227256775	524456800	0.0	0.0
2005-02-08	1.2081409222485329	1.2434362916969743	1.2038626987396581	1.2361022233963013	890019200	0.0	0.0
2005-02-09	1.238240979799444	1.2527564174942578	1.193319592997169	1.2030984163284302	1191456000	0.0	0.0
2005-02-10	1.2027928094895612	1.2113492543171622	1.1713172795877196	1.1972922086715698	1093019200	0.0	0.0
2005-02-11	1.2202114172339598	1.249242295266278	1.2061543701657627	1.240838646888733	1201054400	0.0	0.0
2005-02-14	1.2640631624123544	1.2955386938934934	1.2536732514580171	1.2930940389633179	1271463200	0.0	0.0
2005-02-15	1.3241113050124553	1.361087441119917	1.3140268857102597	1.350850224494934	2312217600	0.0	0.0
2005-02-16	1.346877357868311	1.3782000894931756	1.3346538802100594	1.3771305084228516	1639243200	0.0	0.0
2005-02-17	1.3850756026005249	1.3885898379931538	1.3361815956571161	1.3416821956634521	1518473600	0.0	0.0
2005-02-18	1.3406129858044142	1.3424465536476826	1.317846695088239	1.3264031410217285	1163254400	0.0	0.0
2005-02-22	1.3186103081574143	1.3491690495491235	1.3031781911849976	1.3031781911849976	1219293600	0.0	0.0
2005-02-23	1.3250280447995806	1.3514613687557333	1.307151166632652	1.3480998277664185	1345181600	0.0	0.0
2005-02-24	1.351919847905457	1.364601720089557	1.3404602523408813	1.3587955236434937	1519028000	0.0	0.0
2005-02-25	1.3693383903104979	1.3737694109867924	1.3474888815964172	1.3597123622894287	915510400	0.0	0.0
2005-02-28	1.3653654423227715	1.3794223857318042	1.3433631414205842	1.3708659410476685	651610400	0.0	2.0
2005-03-01	1.3748383170067102	1.3785054514861999	1.3494745821953267	1.359864592552185	468188000	0.0	0.0
2005-03-02	1.3522253844211476	1.3717829315024004	1.3470303775086505	1.3482526540756226	458161200	0.0	0.0
2005-03-03	1.3558922905505155	1.357114567002486	1.2596321294074762	1.2770506143569946	1411653600	0.0	0.0
2005-03-04	1.3066927537720707	1.3143324155328808	1.2788842544015977	1.308220624923706	756618800	0.0	0.0
2005-03-07	1.307915397931839	1.3216667510938476	1.2941639427689318	1.3063874244689941	450632000	0.0	0.0
2005-03-08	1.2804119073616107	1.2883571617660545	1.2254061116369648	1.238546371459961	1021451200	0.0	0.0
2005-03-09	1.2113492698431376	1.2309069165573934	1.1865967188462225	1.2024872303009033	1322465200	0.0	0.0
2005-03-10	1.2079880590848104	1.2302959594514198	1.1948477945949385	1.2171556949615479	777109200	0.0	0.0
2005-03-11	1.2287677431169142	1.2403801339979306	1.216238670430233	1.2306013107299805	632830800	0.0	0.0
2005-03-14	1.2382409039009206	1.2464917537056612	1.2076821593644929	1.2321292161941528	605385200	0.0	0.0
2005-03-15	1.2419078700327033	1.2571872924783585	1.2299899878456582	1.251686692237854	508608800	0.0	0.0
2005-03-16	1.2593264202960641	1.2929411106868764	1.2461861591253378	1.2584097385406494	697813200	0.0	0.0
2005-03-17	1.269105469704609	1.3103598280978401	1.2626881862661905	1.2911077737808228	801920000	0.0	0.0
2005-03-18	1.3241110175366255	1.3274724559072661	1.298747279465917	1.3128042221069336	940150400	0.0	0.0
2005-03-21	1.3228887934999205	1.343668717306511	1.309748531063259	1.3354178667068481	541128000	0.0	0.0
2005-03-22	1.335723648022367	1.343363412461016	1.304248112297688	1.3088319301605225	551415200	0.0	0.0
2005-03-23	1.2972196005006138	1.3262503780991364	1.2840793366190284	1.300275444984436	609823200	0.0	0.0
2005-03-24	1.3112767341340668	1.3140269841493875	1.2987476587295532	1.2987476587295532	352704800	0.0	0.0
2005-03-28	1.3063868797614642	1.3128041616278827	1.2978304359390023	1.2996639013290405	275410800	0.0	0.0
2005-03-29	1.3005812782003126	1.3088321312207172	1.2681889535268445	1.2758287191390991	461356000	0.0	0.0
2005-03-30	1.2856070770117751	1.3079149723052979	1.2779673141846095	1.3079149723052979	394959600	0.0	0.0
2005-03-31	1.2972196093492931	1.2993586699022948	1.270939081406856	1.2733837366104126	636134800	0.0	0.0
2005-04-01	1.2862185209203483	1.2889688730212292	1.2397692518930796	1.249548077583313	641284000	0.0	0.0
2005-04-04	1.2526037359077207	1.26238256014235	1.2272399934248654	1.255659580230713	580014400	0.0	0.0
2005-04-05	1.2596319963662064	1.2908019296154456	1.2556593688149258	1.2801064252853394	556239600	0.0	0.0
2005-04-06	1.2956914589421777	1.3082205318992397	1.2880517977246058	1.2935523986816406	414825600	0.0	0.0
2005-04-07	1.293552694670197	1.3369461190364005	1.2911079372406113	1.3311399221420288	506987600	0.0	0.0
2005-04-08	1.335417860308291	1.358336946309135	1.3305284484947193	1.3366402387619019	649950000	0.0	0.0
2005-04-11	1.3491693519372379	1.352225298161932	1.2807177885180945	1.281023383140564	821662800	0.0	0.0
2005-04-12	1.2984418846774175	1.3198329985104729	1.2837736486200897	1.3036367893218994	981061200	0.0	0.0
2005-04-13	1.3124985704291552	1.313720948692887	1.2342681975657488	1.2541314363479614	1371946800	0.0	0.0
2005-04-14	1.1859854619700831	1.2089045460304353	1.1257846542381094	1.1386194229125977	2753192400	0.0	0.0
2005-04-15	1.1190618882269427	1.1383139411459255	1.078113127447314	1.0802522897720337	1728087200	0.0	0.0
2005-04-18	1.0695564300752995	1.1092828030208808	1.0389976895018411	1.0885028839111328	1327177600	0.0	0.0
2005-04-19	1.1184508079723863	1.1441201463649837	1.0961429087024397	1.1334246397018433	1081642800	0.0	0.0
2005-04-20	1.1508433482856253	1.1532880039363815	1.0830028534656257	1.0851420164108276	945131600	0.0	0.0
2005-04-21	1.1123391608405973	1.137091820491676	1.0970598344888989	1.1361750364303589	759592400	0.0	0.0
2005-04-22	1.1257846611356805	1.1306740725652369	1.0665007388039307	1.0848360061645508	839129200	0.0	0.0
2005-04-25	1.1150892101391479	1.1312853161529064	1.1034768191851327	1.1300629377365112	746460400	0.0	0.0
2005-04-26	1.1239509370874663	1.1462588269785459	1.1037821068293405	1.1059212684631348	810507600	0.0	0.0
2005-04-27	1.0967542851909344	1.1111169300766102	1.0851419926030332	1.0985877513885498	613888800	0.0	0.0
2005-04-28	1.1089778296147892	1.1105058031995791	1.0768910983405466	1.0860587358474731	575106000	0.0	0.0
2005-04-29	1.10469910651669	1.1071438631479047	1.0762794226839831	1.101948857307434	671630400	0.0	0.0
2005-05-02	1.1065326243608666	1.1199784792269036	1.1007264296230066	1.113255500793457	465920000	0.0	0.0
2005-05-03	1.1123387860059248	1.122728797864511	1.1010320923958208	1.1065326929092407	496739600	0.0	0.0
2005-05-04	1.1034769499877137	1.1367860517767492	1.1031713553473907	1.1352580785751343	448176400	0.0	0.0
2005-05-05	1.1383140945112415	1.138925181828334	1.114478221114463	1.120895504951477	387366000	0.0	0.0
2005-05-06	1.1273128664714975	1.140758725174345	1.124257021948405	1.13800847530365	326247600	0.0	0.0
2005-05-09	1.1392309941924936	1.1444260023871928	1.1230348821745262	1.1297577619552612	355695200	0.0	0.0
2005-05-10	1.1230352266143118	1.1383146611672896	1.1102005505502608	1.1129508018493652	440263600	0.0	0.0
2005-05-11	1.0756687507701483	1.0900312935195002	1.0118008871366424	1.0881978273391724	2041981200	0.0	0.0
2005-05-12	1.0823915723427149	1.08758657991142	1.038998147711476	1.0429707765579224	970242000	0.0	0.0
